ID,year,XTEMP,XSPD,XVSB,XTEMP10,XSPD10,XVSB10,NTEMP,NSPD,NVSB,LOC,LAT,LON,ELEVATION
150100,1952,0.5409607672834998,-3.335951496748857,0.5251941074767715,-0.6470237236380207,-4.374124619813922,0.5347499472190492,0.21144317538781965,-1.0,0.7095836927427808,SATU MARE,47.703,22.886,126.2
150100,1953,0.11241597782593403,-2.9887995394877076,0.7357767884919864,-1.0755685130955865,-4.026972662552773,0.745332628234264,-0.002559162476331256,-0.887418301394794,1.0,SATU MARE,47.703,22.886,126.2
150100,1954,-0.6129999196058727,-2.991107577477645,0.5785338301344384,-1.8009844105273938,-4.029280700542711,0.5880896698767154,-0.36480997451099617,-0.8881668002349059,0.7831449429352626,SATU MARE,47.703,22.886,126.2
150100,1955,-0.08598921025176803,-2.4413910799452636,0.5746077654284383,-1.3099066935581796,-3.4600075503160186,0.556929876619058,-0.10163672714990446,-0.7098932351605083,0.7777304748105689,SATU MARE,47.703,22.886,126.2
150100,1956,-0.9601985733951843,-0.7809132741944325,0.7150276894053545,-2.1481830643167052,-1.8190863972594993,0.724583529147632,-0.5381905065861758,-0.1713987575763123,0.9713847468053731,SATU MARE,47.703,22.886,126.2
150100,1957,0.5876770742821357,-2.3152699201583644,0.4911701373424009,-0.6003074166393849,-3.35344304322343,0.5007259770846785,0.23477188958532924,-0.6689920271970273,0.6626609557113348,SATU MARE,47.703,22.886,126.2
150100,1958,0.4309623170267827,0.9292015426373706,0.17656590300490263,-0.7570221738947375,-0.10897158042769528,0.18612174274718016,0.15651326818683198,0.3831930482939445,0.2287876687757402,SATU MARE,47.703,22.886,126.2
150100,1959,0.2614618681699169,-0.46577096775290183,0.3243816755823227,-0.9216018855318416,-1.3936949227532232,0.3214234120871669,0.07186985817056324,-0.06919781813335779,0.43264161640026355,SATU MARE,47.703,22.886,126.2
150100,1960,0.17742035655970737,1.6061520481769416,0.2757627101310329,-1.005643397142051,0.6782280931766205,0.27280444663587705,0.029902062960669884,0.6027287190318344,0.36559080129543653,SATU MARE,47.703,22.886,126.2
150100,1961,0.07190684764063342,0.07664652390014359,0.24997644757736945,-1.1111569060611253,-0.8512774311001771,0.24701818408221354,-0.022788199855295677,0.10670867263010075,0.3300287545369047,SATU MARE,47.703,22.886,126.2
150100,1962,-0.6911769353939438,-0.663558290799852,-0.1291943015002635,-1.8742406890957028,-1.5914822458001732,-0.132152564995419,-0.4038492174500272,-0.1333404286687535,-0.19288874388322252,SATU MARE,47.703,22.886,126.2
150100,1963,-0.5601002375211918,-2.179509061306718,-0.18143264122018876,-1.7431639912229493,-3.1074330163070365,-0.18439090471534456,-0.33839346935940784,-0.6249646559726092,-0.26493106780829734,SATU MARE,47.703,22.886,126.2
150100,1964,-1.3361258841201398,-1.1576975108211316,-0.25628770291491937,-2.5191896378218988,-2.08562146582145,-0.25924596641007525,-0.7259172631381641,-0.29359023159755604,-0.3681642990127396,SATU MARE,47.703,22.886,126.2
150100,1965,-1.4634879960549387,-0.369198246485371,0.03359779898987575,-2.6465517497566986,-1.2971222014856918,0.030639535494719945,-0.7895180590873154,-0.037879195922488784,0.03161918073369541,SATU MARE,47.703,22.886,126.2
